cow_id,milk_yield,fat,protein,scc,conductivity
6,13.650649190754432,1.8499944297998872,0.7304534988654304,145344,3.3303842339867327
19,11.50718346258197,3.7038993358033623,3.1620044756759826,153658,5.853305418900621
14,8.581247386053318,3.920935896160398,2.9647713646370164,33545,7.793930542442218
10,5.518453887610937,3.8164259510157956,0.6036917635449324,2566,9.206160842256455
7,15.37162661826404,3.6130586241722478,1.6298952188440607,76489,7.5554772584136
6,4.525448600063724,1.0225216934639791,2.8149075225763287,65355,6.745037787662376
18,13.847086123088284,1.6898498962023938,0.9358930449424513,162768,4.659817820381513
10,4.666656452986533,2.349227174918375,4.003118282064077,72940,6.05400133750524
10,12.506603399089078,1.6539649571382782,4.860782547673749,126731,0.9416380885282982
3,14.941565342580578,3.774701000791645,1.0737969998123602,98382,8.839225419612625
7,4.374277778130784,1.6467676212497735,0.9345598239528796,198189,5.437773088398854
2,1.1988660172261656,0.6911604339266858,2.2746753589872233,171807,0.401350504349427
1,2.6194748598834816,1.9952022602415203,3.7388263857001607,123865,9.199021256598975
11,12.119939345420509,4.899572163911902,1.408003051176257,181709,4.893019738368687
5,16.98892812451471,1.1294070646678795,0.09939954348640201,22129,8.685891415610017
1,0.8999364247084873,3.060793294716145,2.70610314016447,30845,8.568879542053569
0,14.683025180832924,2.1648652491985314,4.783002838836538,79449,8.157515874571148
11,6.8263729190010425,0.35512283824663315,1.956384277034728,197572,0.6140301929535608
11,9.57056739839045,2.4393830299902977,2.100672770915502,10739,2.470666454242089
16,18.577190996911312,3.510821643241562,4.84450858557019,189244,8.755478724654308
9,6.639430094716909,2.566099879139094,3.4730380581336417,133745,8.989910560520938
15,9.30673867878972,4.360530318732906,3.595859614210626,31171,4.580688623688061
14,0.2736482952136221,1.4446850832879132,2.8135100268553384,89179,4.400414676542023
14,1.6319744000967673,0.4312458565198246,4.873046054316208,100022,1.7514063388614975
18,5.1718318226956805,4.68282805829003,3.4443324221277805,141696,9.684107886911512
11,0.5570448164214881,1.890981747641095,4.475163758025848,197836,2.1313847535904316
19,12.627506520965019,2.8820277572681667,3.496894328666106,108906,1.9093678435076555
2,8.527967136032451,3.9600156306509797,3.6755791242019797,52930,6.607289701491743
4,10.96290405456044,1.621568319377903,1.4520546107112327,165680,2.428443030004477
18,3.492943717926591,3.5808226908880556,1.5173934900690949,49649,9.387716110143899
6,5.918640588732322,0.6770942490891402,3.914923247880146,150761,0.10906995317794821
8,13.276489497054502,1.4564687360275264,1.483531445849498,63503,0.057532623233013114
6,19.306054472607997,0.7235531806825996,2.8138503540076583,173196,5.048768014355995
17,1.008335472044184,4.056152792006789,1.2467615545335098,116659,4.88062459913472
3,17.807686417105323,1.1132461761339267,4.084916904045347,96875,1.6336402190091048
13,11.537624026224169,3.5870177770260514,0.55250675613845,138659,4.9451956297028445
17,11.278391335112474,4.716491986228263,4.147233198808323,134599,4.116611051699865
8,10.005570704155208,2.638861045344385,3.013649002538009,164139,8.903295253423687
1,1.3878817180836678,2.7001459613034386,0.9345476741353864,51538,0.09253920216963474
19,1.7975370347232134,2.30516784048906,2.7101769275305907,37455,9.762698050329522
14,12.018240113181722,1.6294507169682138,1.4124941842367023,20243,6.2439276429584245
6,6.819171428711166,2.3782751546245855,1.617336673652483,123793,1.5184344564527563
11,18.34536133155361,3.014037661333797,1.7576402079844016,163765,0.46760013811166234
7,8.131810747189444,4.929957860853297,0.3165962348616047,111371,5.381056585592319
14,2.8656291740528217,4.688822796591121,4.929808422007087,69231,2.348901659718201
2,14.29437667004072,4.310764791465608,0.15767314065612048,74648,3.0116553700125923
13,5.867068428820197,4.445652678524292,3.3124843659213923,32059,2.451321648345136
16,10.509406147117863,2.339245916460215,1.8561382387871528,189939,6.501723135725108
3,13.956655710103401,3.287221635887324,3.230051454733495,72778,5.535289621161335
17,18.00528222404141,4.4753336146810705,1.7812412654379188,75477,0.779744235218115
7,15.843823896033522,1.9647538249567653,3.368753231294294,55283,5.265265331751754
3,13.527221357454483,4.8088123917273435,3.646177547341804,63853,7.911897655632999
1,13.59266364790287,2.078930310345915,3.452763201998224,20001,0.8119459082032432
5,18.91849288064173,3.005413326966078,0.5698099067907614,2700,8.8973897623042
9,5.916481949930721,3.5490235663618597,3.2844661732734233,181229,5.783066494477291
3,0.02224188392374815,4.752960065379692,1.3999377472704866,149157,9.506244692703167
17,5.439091187963974,1.2230813702613301,0.1440068528466676,194955,1.4814121772237565
11,4.35782759253488,3.730654891193211,2.07415335944477,117990,9.935649993533152
1,13.236691702279963,2.604077930720411,2.1677155140190054,189219,6.442728659696768
9,12.674231995310581,1.3427857031032053,2.3358706667622324,13339,5.674941994810628
3,11.869227654094477,3.883034198981953,3.524120826953581,146906,5.152796241120853
13,0.324868864189074,2.7611114008692326,1.5442190457122957,126378,0.23654373098312753
15,14.57556108901295,3.304869103248379,1.5764025655196128,29543,9.39639191549578
14,6.47060824970983,1.614505342889505,0.30276128120630297,35930,6.439944728541983
7,13.301119780132622,2.406369759138025,3.43410607996148,172146,0.9162648449929123
13,11.131568570043067,3.086771254940335,2.83913045699792,191745,0.20952170294524897
7,6.8546185085581435,2.02455407134922,1.7471255634689404,29044,0.5078363923675133
15,2.691525342082155,0.9918626992385066,3.5259448945867735,78673,6.093957634322407
12,1.888377953209619,4.80820246157652,2.686788746134386,165977,6.140154148945852
17,16.63036666224447,2.557337700213087,2.3462247293526985,185076,4.996672917814411
14,18.36795084163116,3.6696018514385025,2.5566227183056323,193833,3.0676582065295155
12,12.995760935285992,2.0552359677802907,3.1817406263352828,112997,5.317427316146413
8,2.0686822972096675,1.7756588201285817,3.3000130228729976,83725,5.163018208762579
14,8.040544337764814,2.035821492335625,1.4447890957035858,26012,0.19415559876565625
12,14.578784002103145,2.045983218928249,0.7037168169557662,194768,2.8246923032749804
0,15.596417680201363,2.720900579709768,0.7831709059525938,78513,0.5318534146714948
6,2.364372445821772,2.717349349906816,3.1969544295150083,97585,9.001547514476554
8,0.0006143769076483174,2.485769079414358,4.36436642883563,21694,7.252231627851354
0,14.2427409176121,0.6739289245871904,2.047481391727759,175460,9.961151701929122
11,7.131923519724113,2.4803773925026555,0.8476008016473119,98760,3.0217126330528785
7,5.089626632365205,0.8455195021032574,3.783012491469273,32835,8.784858477569102
10,0.2579493957905088,0.6306789314788258,4.162447372097243,118777,6.030542679324817
18,10.805988135229994,4.663228586705839,4.402912215604832,198470,4.531254069036049
16,17.023014708519636,3.0247500657385213,3.034157144568666,18186,2.225731112886351
7,19.15263292545176,3.2974502906229213,4.303642796940423,160617,7.383921652861428
2,11.314899012265784,2.0089683516668186,0.07707479224203839,44391,9.041407489043
2,10.289226554797883,4.544904459574321,0.5361790088476176,105858,2.3530839807537074
0,1.701127709784822,3.1896524478983275,0.46288033526049377,104199,1.7539033497361256
4,10.977456030851995,3.8458493476179374,3.563023421273665,176860,6.96221915004867
9,7.599581579307893,1.8428123451385692,0.3479089177178951,28401,9.769731627255192
6,12.142705617671538,4.800059404095627,2.481821862331535,97764,7.49955101104078
8,7.774526957530934,4.102306450791575,2.3635344931814455,58611,2.845807390476489
6,4.8059824690073345,4.269742315072718,1.5535176177912047,12202,4.199554241477856
8,1.89930550456753,0.8609713371287714,4.352025849710499,194440,3.843176354583717
7,6.298368891777915,1.3548160393560975,0.85216600939998,33135,8.520950180470454
11,1.9328966857550456,1.4281329984178854,1.7623139219961992,88121,7.713707788722238
1,3.5379390164796787,1.354546116234356,3.8708575001146457,113944,5.8897543476152014
0,19.74672317159092,4.27704081052144,0.15211157196642122,113765,2.749591103969032
15,8.882071138132373,0.15942397604296055,3.3647520012318433,63535,9.379885277220563
4,10.637435330100331,0.3804999449038715,4.081988631807853,145969,6.533152247691466
2,17.472370574744307,1.3695743531495186,4.661339194190836,117328,9.704766464417824
11,19.911378009813756,0.9993648732472182,4.381483202457424,152363,5.801170330420308
7,11.654288986893631,1.1592980694142418,1.596920584168426,184480,8.21192758363614
2,16.249476420883433,3.9897159462665,2.931820706614763,185165,8.131053793945268
0,6.538820486733505,2.8156329694602347,0.38646746575232926,135579,3.3732877683359206
2,6.114879148945822,0.028853306464839967,1.289350017740043,115473,9.640207229572281
4,8.054074419891204,2.146613828520976,0.4711118937375369,159926,0.2194146759756399
14,13.450145253472982,2.0394246342517945,1.5759364507698193,113056,7.687109087674142
13,13.643833785101975,0.5697263472227176,4.375936067293645,15475,9.655570857640438
2,6.304788692989016,3.380708943007286,1.7358341983714631,175977,3.389082032837228
0,2.6641984827325738,3.510485941897455,2.809490515007132,79870,6.4811058779097195
4,12.64792512931017,3.6044660952604883,2.166904240574704,84366,5.622232498442106
13,2.5665172437752903,3.64235472779296,2.2945826214936766,123836,7.6150730967652365
6,11.569850164586601,0.00026413466148400566,4.8478602591827915,92814,8.661779216450524
8,13.86844256112618,4.769604019233611,1.4807723413192897,84285,6.03044569299548
14,14.012229927889033,4.071043835273315,3.1366223476158566,40185,8.159045863814569
14,15.069442213191934,4.519908482946427,2.1003133478972353,64398,3.122855758892552
9,17.45718843131329,0.07821647653717068,0.30573090523843105,96682,2.285870587048169
12,9.999179839295769,4.669293978928697,2.44665415812118,76593,4.306676895328402
18,14.604983790591424,4.048942643440523,4.066716645225542,157499,6.777365995807832
6,12.383454707316734,4.186095714793493,0.49376484340844184,107518,1.8724694893872362
16,3.7327987959536513,0.46643692360984257,0.34795923698154485,55535,6.803521921518914
19,0.5137928973881634,3.6938901445929884,0.7681576019663333,109626,3.9409364857206732
3,5.690827713538676,4.799583448210455,3.8220005569465303,114190,7.95575273892632
4,8.860674126752388,3.392736707090803,3.6199769207236896,194762,0.36835817103303303
6,12.342118888573125,2.8528070231230322,2.8250888445305526,14060,6.679826378293945
12,16.999186610064108,4.728148388744985,2.341132020463162,181713,6.498223366499677
14,3.924914334123313,2.21468560867218,4.44162907351311,144679,9.409354761253145
10,2.510995797969542,2.9964678315523936,3.8334891191674125,63560,7.1336755356407044
3,19.26959894948655,2.381691467471831,4.059711256509026,195285,7.963018964232812
12,2.1608911875281422,4.664231106801496,4.066311506753271,89610,9.045910158531683
6,9.569821402143784,0.3804236338275363,3.21358577372779,192848,6.750519182919879
